Symbol,Company Name,Market Cap,Stock Price,Industry,Volume,Revenue,Employees,Founded
FSFG,"First Savings Financial Group, Inc.",111231866,16.16,Banks - Regional,2197,80322000,370,
CITE,Cartica Acquisition Corp,111003572,11.14,Shell Companies,7,,,2021
CFFS,CF Acquisition Corp. VII,110948663,10.90,Shell Companies,1,,2,2020
LGO,Largo Inc.,110808230,1.73,Other Industrial Metals & Mining,53360,198684000,533,1988
OVBC,Ohio Valley Banc Corp.,110254410,23.00,Banks - Regional,655,56566000,270,1872
ELVA,Electrovaya Inc.,110101010,3.23,Electrical Equipment & Parts,11740,44059000,97,1996
CMBM,Cambium Networks Corporation,109897632,3.94,Communication Equipment,46189,220195000,625,2011
ZTEK,Zentek Ltd.,109893800,1.09,Medical Instruments & Supplies,65140,25270,29,2008
DPCS,DP Cap Acquisition Corp I,109767186,11.19,Shell Companies,3027,,,2021
MCAC,Monterey Capital Acquisition Corporation,108662760,11.23,Shell Companies,27562,,3,2021
VIGL,"Vigil Neuroscience, Inc.",108618662,2.89,Biotechnology,74867,,69,2020
PMVP,"PMV Pharmaceuticals, Inc.",108031350,2.10,Biotechnology,1298201,,63,2013
PXLW,"Pixelworks, Inc.",107950752,1.89,Semiconductors,244558,59677000,239,1997
TOUR,Tuniu Corporation,107876404,0.90,Travel Services,162056,62238364,896,2006
AFBI,"Affinity Bancshares, Inc.",107606885,16.77,Banks - Regional,6372,29706000,91,1928
SATL,Satellogic Inc.,107461743,1.19,Aerospace & Defense,24760,10074000,274,2010
CLRB,"Cellectar Biosciences, Inc.",107427465,3.33,Biotechnology,714230,,20,2002
KOPN,Kopin Corporation,107260240,0.91,Electronic Components,2020391,40394177,144,1984
SGMO,"Sangamo Therapeutics, Inc.",107231202,0.53,Biotechnology,832430,176232000,405,1995
ECBK,"ECB Bancorp, Inc.",106983718,11.58,Banks - Regional,7882,25039000,68,1919
WTO,UTime Limited,106262888,0.26,Consumer Electronics,25597,21551719,262,2008
FNWD,Finward Bancorp,105972569,24.65,Banks - Regional,3885,63276000,276,1994
CSLM,CSLM Acquisition Corp,105912368,11.13,Shell Companies,4730,,3,2021
THCP,Thunder Bridge Capital Partners IV Inc.,105822539,10.50,Shell Companies,568,,2,2021
MPAA,"Motorcar Parts of America, Inc.",105783712,5.38,Auto Parts,83144,722933000,5600,1968
KRMD,"KORU Medical Systems, Inc.",105715302,2.31,Medical Instruments & Supplies,39876,29322859,82,1980
XBP,"XBP Europe Holdings, Inc.",105581350,3.50,Software - Infrastructure,55615750,166570000,,
TGAA,Target Global Acquisition I Corp.,104789659,11.25,Shell Companies,23,,3,2021
ACB,Aurora Cannabis Inc.,104426616,6.64,Drug Manufacturers - Specialty & Generic,4522627,200731579,1130,
EBMT,"Eagle Bancorp Montana, Inc.",104218140,13.00,Banks - Regional,11871,83743000,383,1922
XNET,Xunlei Limited,104175229,1.61,Advertising Agencies,53484,363722000,1215,2003
CBRG,Chain Bridge I,104175140,11.20,Shell Companies,209,,2,2021
CAAS,"China Automotive Systems, Inc.",103989737,3.45,Auto Parts,31665,576354000,4095,
ALLK,Allakos Inc.,103597065,1.17,Biotechnology,648877,,131,2012
IMPP,Imperial Petroleum Inc.,103549303,3.57,Oil & Gas Midstream,219802,183725820,74,1981
WPRT,Westport Fuel Systems Inc.,103511432,6.08,Auto Parts,78453,331799000,1715,1995
GNLX,Genelux Corporation,103163416,3.84,Biotechnology,152759,170000,23,2001
GRTS,"Gritstone bio, Inc.",103038596,0.96,Biotechnology,1278320,16344000,231,2015
AREC,American Resources Corporation,102934000,1.30,Coking Coal,485986,16744075,23,2013
LARK,"Landmark Bancorp, Inc.",102814756,18.80,Banks - Regional,1852,56173000,270,1885
VOXR,Vox Royalty Corp.,102701515,2.05,Other Precious Metals & Mining,203139,12310594,6,2014
FNVT,Finnovate Acquisition Corp.,102669890,11.30,Shell Companies,212,,3,2021
PALI,"Palisade Bio, Inc.",102618954,8.46,Biotechnology,212830,250000,9,1996
AOUT,"American Outdoor Brands, Inc.",102441119,8.03,Leisure,21709,197004000,302,
EPRX,Eupraxia Pharmaceuticals Inc.,101912696,2.86,Biotechnology,5732,,29,2011
ADAG,Adagene Inc.,101909510,2.34,Biotechnology,25613,18111491,174,2011
AENT,Alliance Entertainment Holding Corporation,101856507,2.02,Entertainment,15851,1127201000,761,1990
KEQU,Kewaunee Scientific Corporation,101807291,35.41,"Furnishings, Fixtures & Appliances",4966,201039000,982,1906
ACNT,Ascent Industries Co.,101754240,10.05,Steel,5713,193179000,514,1945
FNWB,First Northwest Bancorp,101515153,10.75,Banks - Regional,8218,64129000,270,1923
CUE,"Cue Biopharma, Inc.",101178064,2.08,Biotechnology,318192,5490000,53,
PWUP,PowerUp Acquisition Corp.,101151326,11.25,Shell Companies,431,,,2021
ORMP,Oramed Pharmaceuticals Inc.,100892808,2.49,Biotechnology,109076,1340000,13,2002
GOCO,"GoHealth, Inc.",100768662,10.39,Insurance Brokers,9942,734671000,2530,2001
MSSA,Metal Sky Star Acquisition Corporation,100676602,11.42,Shell Companies,36,,,2021
SFBC,"Sound Financial Bancorp, Inc.",100397502,39.24,Banks - Regional,500,39129000,128,
GNSS,Genasys Inc.,100381788,2.28,Scientific & Technical Instruments,52907,40537000,187,
PLCE,"The Children's Place, Inc.",100192719,8.03,Apparel Retail,963927,1603600000,3300,1969
MRBK,Meridian Corporation,100110225,8.95,Banks - Regional,9480,94092000,324,2004
TSAT,Telesat Corporation,99980606,7.43,Communication Equipment,35705,529444361,490,1969
MARX,Mars Acquisition Corp.,99610240,10.71,Shell Companies,469,,,2021
CBAT,"CBAK Energy Technology, Inc.",99360716,1.11,Electrical Equipment & Parts,66840,204438365,1456,1999
CNTY,"Century Casinos, Inc.",99104798,3.23,Resorts & Casinos,78578,550206000,3243,1992
PMGM,Priveterra Acquisition Corp.,98726174,11.09,Shell Companies,500,,5,2020
KVHI,"KVH Industries, Inc.",98720000,5.00,Communication Equipment,107218,132379000,325,1978
VANI,"Vivani Medical, Inc.",98411515,1.79,Biotechnology,65664,,44,1998
IOBT,"IO Biotech, Inc.",98162556,1.49,Biotechnology,44568,,68,2014
TRSG,Tungray Technologies Inc,98150000,6.04,Engineering & Construction,112483,14362502,173,1996
FAAS,DigiAsia Corp.,97937227,8.89,Software - Infrastructure,18117,77773375,80,2021
IMAQ,International Media Acquisition Corp.,97496881,11.47,Shell Companies,1296,,,2021
IXAQ,IX Acquisition Corp.,97307512,11.32,Shell Companies,1464,,,2021
TBMC,Trailblazer Merger Corporation I,97049820,10.76,Shell Companies,6502,,,2021
BIRD,"Allbirds, Inc.",96993729,0.62,Apparel Retail,759194,254065000,927,2015
LUNA,Luna Innovations Incorporated,96951803,2.86,Scientific & Technical Instruments,1195821,116614000,337,1990
YI,"111, Inc.",96880080,1.16,Medical Distribution,127774,2108339774,1657,2010
BRLS,Borealis Foods Inc.,96765564,4.00,Packaged Foods,498,29984968,,2019
FTEL,Fitell Corporation,96734235,9.24,Specialty Retail,908576,3868189,17,2007
PRPH,"ProPhase Labs, Inc.",96361368,5.34,Diagnostics & Research,40416,44384000,113,1989
ANIX,"Anixa Biosciences, Inc.",96337396,3.02,Biotechnology,67504,210000,4,1982
TOP,TOP Financial Group Limited,96241106,2.60,Capital Markets,81882,11687314,11,2015
ETON,"Eton Pharmaceuticals, Inc.",96200250,3.75,Drug Manufacturers - Specialty & Generic,37944,32642000,30,2017
FXNC,First National Corporation,96169308,15.32,Banks - Regional,5438,49047000,154,1907
SSSS,SuRo Capital Corp.,96089007,3.79,Asset Management,52524,6596780,11,
BOWN,Bowen Acquisition Corp,96064920,10.48,Shell Companies,12168,,,2023
VSTE,Vast Renewables Limited,95915200,3.49,Shell Companies,15829,1687000,,2009
BWAY,BrainsWay Ltd.,95829120,5.76,Medical Devices,45014,31785000,134,2003
CLSD,"Clearside Biomedical, Inc.",95643008,1.28,Biotechnology,147619,8226000,30,2011
GODN,Golden Star Acquisition Corporation,95483080,10.69,Shell Companies,779,,,2021
CRIS,"Curis, Inc.",95307435,16.17,Biotechnology,6412,10023000,49,2000
AACI,Armada Acquisition Corp. I,95275764,11.80,Shell Companies,13758,,2,2020
GECC,Great Elm Capital Corp.,95185467,10.07,Asset Management,26859,36324000,,
SHIM,Shimmick Corporation,95034130,3.70,Engineering & Construction,25335,632806000,1300,1990
HGBL,Heritage Global Inc.,94834456,2.54,Capital Markets,114164,60545000,82,
HSPO,Horizon Space Acquisition I Corp.,94522323,10.93,Shell Companies,517,,,2014
FCAP,"First Capital, Inc.",94476828,28.17,Banks - Regional,2091,41079000,177,1891
SKYX,SKYX Platforms Corp.,93984147,0.97,Electrical Equipment & Parts,406144,58785762,60,2004
RSSS,"Research Solutions, Inc.",93947040,2.88,Software - Application,70997,40676856,145,2006
CRVS,"Corvus Pharmaceuticals, Inc.",93663726,1.91,Biotechnology,1019058,,28,2014
BRID,Bridgford Foods Corporation,93582117,10.31,Packaged Foods,3301,244856000,671,1932
ACRS,"Aclaris Therapeutics, Inc.",93356888,1.31,Diagnostics & Research,613635,31249000,86,2012
ACAB,Atlantic Coastal Acquisition Corp. II,93108235,11.40,Shell Companies,5164,,4,2021
BKHA,Black Hawk Acquisition Corporation,93062184,10.31,Shell Companies,0,,,2023
BTAI,"BioXcel Therapeutics, Inc.",92956595,2.51,Biotechnology,377455,1380000,74,2017
MAYS,"J.W. Mays, Inc.",92900245,43.36,Real Estate Services,35,21707546,30,1924
ELUT,Elutia Inc.,92790400,2.87,Medical Devices,15162,24745000,54,2015
AFJK,"Aimei Health Technology Co., Ltd Ordinary Share",92739442,10.32,Shell Companies,6,,,2023
YTRA,"Yatra Online, Inc.",92691071,1.44,Travel Services,133443,52406635,1095,
ALVR,"AlloVir, Inc.",92665843,0.81,Biotechnology,204456,,112,2013
STRT,Strattec Security Corporation,92537218,22.75,Auto Parts,4927,513340000,3361,1908
MIST,Milestone Pharmaceuticals Inc.,92480652,1.74,Biotechnology,297133,1000000,47,2003
BROG,Brooge Energy Limited,92437065,1.05,Oil & Gas Midstream,123945,,23,
SND,"Smart Sand, Inc.",91913822,2.17,Oil & Gas Equipment & Services,245485,295973000,378,
ELTX,"Elicio Therapeutics, Inc.",91879768,8.98,Biotechnology,41319,,32,2011
SIEB,Siebert Financial Corp.,91827688,2.32,Capital Markets,28744,65547000,117,1886
GLAC,Global Lights Acquisition Corp,91814250,10.23,Shell Companies,277,,,2021
SBFG,"SB Financial Group, Inc.",91630575,13.50,Banks - Regional,10553,56679000,245,1983
QETA,Quetta Acquisition Corporation,91614111,10.25,Shell Companies,88,,,2023
PET,Wag! Group Co.,91580630,2.27,Software - Application,62618,83916000,84,2015
FEIM,"Frequency Electronics, Inc.",91552831,9.65,Communication Equipment,19726,52701000,187,1961
AIXI,Xiao-I Corporation,91508556,1.27,Software - Application,143756,59165259,352,2001
BMR,Beamr Imaging Ltd.,91292969,6.05,Software - Application,335420,2909000,26,2009
FEAM,5E Advanced Materials Inc.,91131602,1.44,Specialty Chemicals,115166,,43,2016
NB,NioCorp Developments Ltd.,90995030,2.51,Other Industrial Metals & Mining,101964,,7,1987
DYCQ,DT Cloud Acquisition Corporation,90884820,10.14,Shell Companies,60,,,2022
BEEM,Beam Global,90283441,6.22,Solar,155280,67353000,298,
PFX,PhenixFIN Corporation,90002203,43.11,Asset Management,3688,21150707,9,2010
UONE,"Urban One, Inc.",89758223,2.02,Broadcasting,94164,489388000,881,1980
CMRX,"Chimerix, Inc.",89629900,1.00,Biotechnology,428981,41000,72,2000
PFIE,"Profire Energy, Inc.",89487530,1.90,Oil & Gas Equipment & Services,260234,58208060,118,
SPRO,"Spero Therapeutics, Inc.",89462214,1.66,Biotechnology,123200,103781000,46,2013
PETS,"PetMed Express, Inc.",89247514,4.22,Pharmaceutical Retailers,339716,276967000,302,1996
IROH,Iron Horse Acquisitions Corp.,89113350,10.05,Shell Companies,157,,,2021
ONCY,Oncolytics Biotech Inc.,88995364,1.18,Biotechnology,102183,,29,1998
BYSI,BeyondSpring Inc.,88955340,2.28,Biotechnology,18776,1751000,73,2010
RVSB,"Riverview Bancorp, Inc.",88877310,4.21,Banks - Regional,19066,53317000,229,1923
RCAT,"Red Cat Holdings, Inc.",88394985,1.19,Computer Hardware,1136569,13732333,76,2002
TMTC,TMT Acquisition Corp,88237600,10.86,Shell Companies,24889,,,2021
ONYX,Onyx Acquisition Co. I,88115162,11.18,Shell Companies,7,,,2021
UPLD,"Upland Software, Inc.",88021351,3.19,Software - Application,5266688,291532000,1061,2010
XFIN,ExcelFin Acquisition Corp.,87625894,11.02,Shell Companies,34,,4,2021
JAGX,"Jaguar Health, Inc.",87560472,0.32,Biotechnology,60039217,9761000,49,2013
KRNL,"Kernel Group Holdings, Inc.",87374291,10.75,Shell Companies,556,,,2020
FLFV,Feutune Light Acquisition Corporation,87368096,10.97,Shell Companies,3,,3,2022
MNDR,Mobile-health Network Solutions,87040000,2.56,Health Information Services,9768371,7874886,58,2016
SRBK,"SR Bancorp, Inc.",86997560,9.15,Banks - Regional,21327,,65,1887
PROV,"Provident Financial Holdings, Inc.",86930085,12.55,Banks - Regional,7076,40352000,108,1956
PASG,"Passage Bio, Inc.",86872638,1.41,Biotechnology,96996,,58,2017
BSBK,Bogota Financial Corp.,86761955,6.55,Banks - Regional,3195,16237505,68,1893
CNTB,Connect Biopharma Holdings Limited,86511638,1.57,Biotechnology,66761,,81,2012
QDRO,Quadro Acquisition One Corp.,86418514,11.05,Shell Companies,8940,,1,2020
POET,POET Technologies Inc.,86288240,2.12,Semiconductors,956216,465777,53,1972
CNGL,Canna-Global Acquisition Corp,86262068,11.17,Shell Companies,1905,,2,2021
HMNF,"HMN Financial, Inc.",86038157,19.28,Banks - Regional,5381,38325000,159,1934
LFVN,LifeVantage Corporation,85983062,6.77,Packaged Foods,85729,205454000,248,
CONN,"Conn's, Inc.",85607840,3.44,Specialty Retail,40971,1237683000,4500,1890
ARYD,ARYA Sciences Acquisition Corp IV,85539457,11.35,Shell Companies,2,,3,2020
MDXH,MDxHealth SA,85411753,3.13,Diagnostics & Research,46098,75327000,252,2003
BRNS,Barinthus Biotherapeutics plc,85402223,2.21,Biotechnology,7896,802000,130,2016
MFH,Mercurity Fintech Holding Inc.,85147856,1.43,Capital Markets,24097,445928,9,2011
BHAC,Focus Impact BH3 Acquisition Co.,85109048,10.56,Shell Companies,5,,3,2021
HOOK,HOOKIPA Pharma Inc.,84993493,0.88,Biotechnology,447231,20129000,151,2011
ENTX,Entera Bio Ltd.,84800307,2.39,Biotechnology,229111,,17,2010
ALLT,Allot Ltd.,84571960,2.17,Software - Infrastructure,16180,93150000,401,1996
UONEK,"Urban One, Inc.",83782145,1.64,Broadcasting,12844,489388000,881,1980
AFMD,Affimed N.V.,83598975,5.43,Biotechnology,39860,9194444,76,2000
VUZI,Vuzix Corporation,83496669,1.29,Consumer Electronics,499156,12129139,94,1997
NEOV,NeoVolta Inc.,83422611,2.51,Electrical Equipment & Parts,123068,3132830,7,2018
BNR,Burning Rock Biotech Limited,83294327,0.81,Diagnostics & Research,18792,75801834,786,2014
EMCG,Embrace Change Acquisition Corp.,83218246,11.24,Shell Companies,94,,,2021
MDBH,"MDB Capital Holdings, LLC Class A common",83195880,8.81,Capital Markets,7268,5995027,40,1997
TPST,"Tempest Therapeutics, Inc.",82870529,3.73,Biotechnology,204262,,17,2011
SYT,"SYLA Technologies Co., Ltd.",82825479,3.22,Software - Application,38512,159042558,114,2010
RBKB,"Rhinebeck Bancorp, Inc.",82601596,7.46,Banks - Regional,2008,42043000,164,1860
FIAC,Focus Impact Acquisition Corp.,82591402,11.06,Shell Companies,2,,2,2021
SELX,Semilux International Ltd.,82514236,1.95,Electronic Components,39992,3891109,,2021
TCON,"TRACON Pharmaceuticals, Inc.",82363145,1.81,Biotechnology,106452,12045000,17,2004
BCOV,Brightcove Inc.,82166152,1.88,Software - Application,181951,201187000,671,2004
BWAQ,Blue World Acquisition Corporation,82150256,11.25,Shell Companies,209,,3,2021
SHLT,SHL Telemedicine Ltd.,82121054,4.77,Health Information Services,249,57075000,583,1987
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",82080684,2.94,Biotechnology,207338,,15,2006
GAMC,Golden Arrow Merger Corp.,82049734,10.89,Shell Companies,3,,1,2020
BUJA,Bukit Jalil Global Acquisition 1 Ltd,82042300,10.57,Shell Companies,785,,,2022
FLUX,"Flux Power Holdings, Inc.",81840825,4.95,Electrical Equipment & Parts,45107,64480000,133,
GAIA,"Gaia, Inc.",81753806,3.52,Entertainment,54982,80423000,109,
LATG,Chenghe Acquisition I Co.,81268154,11.30,Shell Companies,1,,,2021
OAKU,Oak Woods Acquisition Corporation,81029471,10.76,Shell Companies,1031,,,2022
GLST,"Global Star Acquisition, Inc.",80958997,10.91,Shell Companies,40,,,2019
FORA,Forian Inc.,80942680,2.60,Health Information Services,11106,20481330,36,2014
BLEU,bleuacacia ltd,80919362,10.71,Shell Companies,5059,,4,2021
ARBK,Argo Blockchain plc,80913852,1.35,Capital Markets,202208,63997468,30,2017
AITR,AI TRANSPORTATION ACQUISITION CORP,80885580,10.32,Shell Companies,88,,,2022
MRNS,"Marinus Pharmaceuticals, Inc.",80871048,1.48,Biotechnology,1542405,30989000,165,2003
TKNO,"Alpha Teknova, Inc.",80830332,1.98,Drug Manufacturers - Specialty & Generic,8123,36684000,210,1996
PUCK,Goal Acquisitions Corp.,80704519,10.77,Shell Companies,11,,2,2020
AUID,authID Inc.,80610377,8.53,Software - Infrastructure,31055,190289,22,2009
LIVE,Live Ventures Incorporated,80537184,25.49,Home Improvement Retail,1923,403778000,1424,1968
INAQ,Insight Acquisition Corp.,80510810,11.51,Shell Companies,6052,,,2021
PSNL,"Personalis, Inc.",80301201,1.59,Diagnostics & Research,307969,73481000,223,2011
ASCB,A SPAC II Acquisition Corporation,80167840,11.09,Shell Companies,25,,3,2021
LIBY,Liberty Resources Acquisition Corp.,79975091,11.09,Shell Companies,3263,,,2021
NHTC,Natural Health Trends Corp.,79696256,6.92,Internet Retail,34259,43014000,139,1988
WIMI,WiMi Hologram Cloud Inc.,79491332,0.95,Advertising Agencies,203264,82562191,155,2015
AEAE,AltEnergy Acquisition Corp.,79267754,11.15,Shell Companies,3,,3,2021
FEXD,Fintech Ecosystem Development Corp.,78987514,11.44,Shell Companies,4462,,,2021
VIA,"Via Renewables, Inc.",78908768,10.91,Utilities - Regulated Electric,8257,417396000,160,1999
SSNT,"SilverSun Technologies, Inc.",78883207,14.84,Software - Application,32779,54516941,195,1988
BAYA,Bayview Acquisition Corp,78639525,10.17,Shell Companies,310,,,2023
GSIT,"GSI Technology, Inc.",78414500,3.10,Semiconductors,290935,21995000,156,1995
NDLS,Noodles & Company,78282078,1.74,Restaurants,335962,503405000,7600,1995
OMEX,"Odyssey Marine Exploration, Inc.",77888394,3.87,Specialty Business Services,51733,1106132,14,1986
GBBK,Global Blockchain Acquisition Corp.,77755730,10.90,Shell Companies,361,,,2021
STCN,"Steel Connect, Inc.",77752748,12.37,Advertising Agencies,6481,171332000,1000,
SURG,"SurgePays, Inc.",77741924,4.03,Software - Application,203885,137141832,22,2006
CGTX,"Cognition Therapeutics, Inc.",77610304,1.99,Biotechnology,24812,,25,2007
SWVL,Swvl Holdings Corp.,77560186,11.42,Software - Application,31324,22852263,203,2017
PRLH,Pearl Holdings Acquisition Corp,77554427,10.96,Shell Companies,7,,3,2021
MOBX,"Mobix Labs, Inc.",77540190,3.00,Semiconductors,43001,,,2020
ATMV,AlphaVest Acquisition Corp,77139682,11.01,Shell Companies,111,,2,2022
ANTX,"AN2 Therapeutics, Inc.",77105269,2.59,Biotechnology,127802,,41,2017
BGFV,Big 5 Sporting Goods Corporation,76696038,3.39,Specialty Retail,187663,853233000,2300,1955
ANEB,"Anebulo Pharmaceuticals, Inc.",76502940,2.95,Biotechnology,1659,,2,2020
SLNG,"Stabilis Solutions, Inc.",76384350,4.11,Oil & Gas Integrated,2796,73114000,104,2013
CMCA,Capitalworks Emerging Markets Acquisition Corp,76300561,10.96,Shell Companies,163,,3,2021
IFRX,InflaRx N.V.,76253874,1.30,Biotechnology,236307,70099,62,2007
TORO,Toro Corp.,76225925,4.19,Marine Shipping,12339,78468574,,
TETE,Technology & Telecommunication Acquisition Corporation,75908245,11.89,Shell Companies,105,,2,2021
ATMC,AlphaTime Acquisition Corp,75745155,11.02,Shell Companies,1,,2,2021
PLBY,"PLBY Group, Inc.",75720424,1.04,Leisure,304679,142950000,249,1953
GDST,Goldenstone Acquisition Limited,75693461,11.07,Shell Companies,526,,,2020
